image_path,label,caption
water_135_spatial.jpg,Label.WATER,A paraglider soars near a cliff and over a body of water .
water_135_color.jpg,Label.WATER,A paraglider soars near a cliff and over a body of water .
water_134.jpg,Label.WATER,A man paddling in water .
water_134_spatial.jpg,Label.WATER,A man paddling in water .
water_134_color.jpg,Label.WATER,A man paddling in water .
water_133.jpg,Label.WATER,A group of friends ride the current in a raft .
water_133_spatial.jpg,Label.WATER,A group of friends ride the current in a raft .
water_133_color.jpg,Label.WATER,A group of friends ride the current in a raft .
water_105.jpg,Label.WATER,A group of children play in the street where water is sprayed .
water_105_spatial.jpg,Label.WATER,A group of children play in the street where water is sprayed .
water_105_color.jpg,Label.WATER,A group of children play in the street where water is sprayed .
water_102.jpg,Label.WATER,A boy in a swimsuit walking in the sand towards the water
water_102_spatial.jpg,Label.WATER,A boy in a swimsuit walking in the sand towards the water
water_102_color.jpg,Label.WATER,A boy in a swimsuit walking in the sand towards the water
water_120.jpg,Label.WATER,A boy in a large pool .
water_120_spatial.jpg,Label.WATER,A boy in a large pool .
water_120_color.jpg,Label.WATER,A boy in a large pool .
water_118.jpg,Label.WATER,A black and white dog is playing in water .
water_118_spatial.jpg,Label.WATER,A black and white dog is playing in water .
water_118_color.jpg,Label.WATER,A black and white dog is playing in water .
water_127.jpg,Label.WATER,People are sitting on step along the water and fishing .
water_127_spatial.jpg,Label.WATER,People are sitting on step along the water and fishing .
water_127_color.jpg,Label.WATER,People are sitting on step along the water and fishing .
water_111.jpg,Label.WATER,A guy in swimming trunks flying on a rope swing above a lake .
water_111_spatial.jpg,Label.WATER,A guy in swimming trunks flying on a rope swing above a lake .
water_111_color.jpg,Label.WATER,A guy in swimming trunks flying on a rope swing above a lake .
water_129.jpg,Label.WATER,a man jumping in a mud puddle in the middle of the street
water_129_spatial.jpg,Label.WATER,a man jumping in a mud puddle in the middle of the street
water_129_color.jpg,Label.WATER,a man jumping in a mud puddle in the middle of the street
water_116.jpg,Label.WATER,a kayaker kayaks through the water .
water_116_spatial.jpg,Label.WATER,a kayaker kayaks through the water .
water_116_color.jpg,Label.WATER,a kayaker kayaks through the water .
water_142.jpg,Label.WATER,Three children are jumping into the air into a swimming pool at a resort .
water_142_spatial.jpg,Label.WATER,Three children are jumping into the air into a swimming pool at a resort .
water_142_color.jpg,Label.WATER,Three children are jumping into the air into a swimming pool at a resort .
water_145.jpg,Label.WATER,A boy high in the air above the dirt and water near the red rock cliffs .
water_145_spatial.jpg,Label.WATER,A boy high in the air above the dirt and water near the red rock cliffs .
water_145_color.jpg,Label.WATER,A boy high in the air above the dirt and water near the red rock cliffs .
water_128.jpg,Label.WATER,A girl falling off a yellow and blue water tube .
water_128_spatial.jpg,Label.WATER,A girl falling off a yellow and blue water tube .
water_128_color.jpg,Label.WATER,A girl falling off a yellow and blue water tube .
water_117.jpg,Label.WATER,A girl in a bikini and sneakers makes her way out of the water and onto the rocks .
water_117_spatial.jpg,Label.WATER,A girl in a bikini and sneakers makes her way out of the water and onto the rocks .
water_117_color.jpg,Label.WATER,A girl in a bikini and sneakers makes her way out of the water and onto the rocks .
water_110.jpg,Label.WATER,A man in a maroon bathing suit swings on a rope on a lake .
water_110_spatial.jpg,Label.WATER,A man in a maroon bathing suit swings on a rope on a lake .
water_110_color.jpg,Label.WATER,A man in a maroon bathing suit swings on a rope on a lake .
water_119.jpg,Label.WATER,A black and white dog shakes itself to get the water off
water_119_spatial.jpg,Label.WATER,A black and white dog shakes itself to get the water off
water_119_color.jpg,Label.WATER,A black and white dog shakes itself to get the water off
water_126.jpg,Label.WATER,a body boarder is being dumped on the beach by a wave whilst other surfers are standing around in the water .
water_126_spatial.jpg,Label.WATER,a body boarder is being dumped on the beach by a wave whilst other surfers are standing around in the water .
water_126_color.jpg,Label.WATER,a body boarder is being dumped on the beach by a wave whilst other surfers are standing around in the water .
water_121.jpg,Label.WATER,A girl kisses her mother goodbye before she waits with the other children to start school .
water_121_spatial.jpg,Label.WATER,A girl kisses her mother goodbye before she waits with the other children to start school .
water_121_color.jpg,Label.WATER,A girl kisses her mother goodbye before she waits with the other children to start school .
water_144.jpg,Label.WATER,A small boy standing near muddy water with something in his hand while someone beside him washes clothing in buckets .
water_144_spatial.jpg,Label.WATER,A small boy standing near muddy water with something in his hand while someone beside him washes clothing in buckets .
water_144_color.jpg,Label.WATER,A small boy standing near muddy water with something in his hand while someone beside him washes clothing in buckets .
water_143.jpg,Label.WATER,A black and brown dog is playing on the ice at the edge of a lake .
water_143_spatial.jpg,Label.WATER,A black and brown dog is playing on the ice at the edge of a lake .
water_143_color.jpg,Label.WATER,A black and brown dog is playing on the ice at the edge of a lake .
water_031.jpg,Label.WATER,A boat on a lake .
water_031_spatial.jpg,Label.WATER,A boat on a lake .
water_031_color.jpg,Label.WATER,A boat on a lake .
water_009.jpg,Label.WATER,a boy cleans the bubbles off his face .
water_009_spatial.jpg,Label.WATER,a boy cleans the bubbles off his face .
water_009_color.jpg,Label.WATER,a boy cleans the bubbles off his face .
water_036.jpg,Label.WATER,A boy in swimming trunks .
water_036_spatial.jpg,Label.WATER,A boy in swimming trunks .
water_036_color.jpg,Label.WATER,A boy in swimming trunks .
water_038.jpg,Label.WATER,A baby boy wearing a shoulder life saver is at the very edge of an orange pool slide .
water_038_spatial.jpg,Label.WATER,A baby boy wearing a shoulder life saver is at the very edge of an orange pool slide .
water_038_color.jpg,Label.WATER,A baby boy wearing a shoulder life saver is at the very edge of an orange pool slide .
water_007.jpg,Label.WATER,A girl in pigtails splashes in the shallow water .
water_007_spatial.jpg,Label.WATER,A girl in pigtails splashes in the shallow water .
water_007_color.jpg,Label.WATER,A girl in pigtails splashes in the shallow water .
water_053.jpg,Label.WATER,Two bicycles are standing behind two people sitting on the grass near a body of water .
water_053_spatial.jpg,Label.WATER,Two bicycles are standing behind two people sitting on the grass near a body of water .
water_053_color.jpg,Label.WATER,Two bicycles are standing behind two people sitting on the grass near a body of water .
water_098.jpg,Label.WATER,a black dog jumping through some water
water_098_spatial.jpg,Label.WATER,a black dog jumping through some water
water_098_color.jpg,Label.WATER,a black dog jumping through some water
water_054.jpg,Label.WATER,A father and a child are playing in the pool
water_054_spatial.jpg,Label.WATER,A father and a child are playing in the pool
water_054_color.jpg,Label.WATER,A father and a child are playing in the pool
water_062.jpg,Label.WATER,A boy in a black helmet and red long sleeve shirt rides his motorbike over a rocky stream .
water_062_spatial.jpg,Label.WATER,A boy in a black helmet and red long sleeve shirt rides his motorbike over a rocky stream .
water_062_color.jpg,Label.WATER,A boy in a black helmet and red long sleeve shirt rides his motorbike over a rocky stream .
water_096.jpg,Label.WATER,A man in swim trunks and a red life vest jet skiing .
water_096_spatial.jpg,Label.WATER,A man in swim trunks and a red life vest jet skiing .
water_096_color.jpg,Label.WATER,A man in swim trunks and a red life vest jet skiing .
water_091.jpg,Label.WATER,A male and a female are leaning against railing looking off with the ocean in the background
water_091_spatial.jpg,Label.WATER,A male and a female are leaning against railing looking off with the ocean in the background
water_091_color.jpg,Label.WATER,A male and a female are leaning against railing looking off with the ocean in the background
water_065.jpg,Label.WATER,A group of bicyclists getting ready for a ride .
water_065_spatial.jpg,Label.WATER,A group of bicyclists getting ready for a ride .
water_065_color.jpg,Label.WATER,A group of bicyclists getting ready for a ride .
water_039.jpg,Label.WATER,Two children on surfboards wave to each other .
water_039_spatial.jpg,Label.WATER,Two children on surfboards wave to each other .
water_039_color.jpg,Label.WATER,Two children on surfboards wave to each other .
water_006.jpg,Label.WATER,"A girl paddling down a large river , as seen from behind her ."
water_006_spatial.jpg,Label.WATER,"A girl paddling down a large river , as seen from behind her ."
water_006_color.jpg,Label.WATER,"A girl paddling down a large river , as seen from behind her ."
water_001.jpg,Label.WATER,A child and a woman are at waters edge in a big city .
water_001_spatial.jpg,Label.WATER,A child and a woman are at waters edge in a big city .
water_001_color.jpg,Label.WATER,A child and a woman are at waters edge in a big city .
water_008.jpg,Label.WATER,The children are playing in the water .
water_008_spatial.jpg,Label.WATER,The children are playing in the water .
water_008_color.jpg,Label.WATER,The children are playing in the water .
water_037.jpg,Label.WATER,"Three boys in baggy bathing suits play in splashing water in front a of grey , block wall ."
water_037_spatial.jpg,Label.WATER,"Three boys in baggy bathing suits play in splashing water in front a of grey , block wall ."
water_037_color.jpg,Label.WATER,"Three boys in baggy bathing suits play in splashing water in front a of grey , block wall ."
water_030.jpg,Label.WATER,About 12 kids and a few adults get splashed by an off camera source .
water_030_spatial.jpg,Label.WATER,About 12 kids and a few adults get splashed by an off camera source .
water_030_color.jpg,Label.WATER,About 12 kids and a few adults get splashed by an off camera source .
water_064.jpg,Label.WATER,A man in a blue canoe battling through rough waves
water_064_spatial.jpg,Label.WATER,A man in a blue canoe battling through rough waves
water_064_color.jpg,Label.WATER,A man in a blue canoe battling through rough waves
water_090.jpg,Label.WATER,A jacketed man with his back to the camera is overlooking the water .
water_090_spatial.jpg,Label.WATER,A jacketed man with his back to the camera is overlooking the water .
water_090_color.jpg,Label.WATER,A jacketed man with his back to the camera is overlooking the water .
water_097.jpg,Label.WATER,A boy is wakeboarding on a lake with one hand .
water_097_spatial.jpg,Label.WATER,A boy is wakeboarding on a lake with one hand .
water_097_color.jpg,Label.WATER,A boy is wakeboarding on a lake with one hand .
water_063.jpg,Label.WATER,A bird is standing on a rock overlooking a waterfall .
water_063_spatial.jpg,Label.WATER,A bird is standing on a rock overlooking a waterfall .
water_063_color.jpg,Label.WATER,A bird is standing on a rock overlooking a waterfall .
water_055.jpg,Label.WATER,A man hangs upside in the air over the water .
water_055_spatial.jpg,Label.WATER,A man hangs upside in the air over the water .
water_055_color.jpg,Label.WATER,A man hangs upside in the air over the water .
water_052.jpg,Label.WATER,Two girls looking out over a lake towards a man fishing .
water_052_spatial.jpg,Label.WATER,Two girls looking out over a lake towards a man fishing .
water_052_color.jpg,Label.WATER,Two girls looking out over a lake towards a man fishing .
water_099.jpg,Label.WATER,A black and white dog plays in the water .
water_099_spatial.jpg,Label.WATER,A black and white dog plays in the water .
water_099_color.jpg,Label.WATER,A black and white dog plays in the water .
water_016.jpg,Label.WATER,A boy in s striped shirt is jumping in front of a water fountain .
water_016_spatial.jpg,Label.WATER,A boy in s striped shirt is jumping in front of a water fountain .
water_016_color.jpg,Label.WATER,A boy in s striped shirt is jumping in front of a water fountain .
water_029.jpg,Label.WATER,A little girl with arms outstretched plays with others at a sprinkler park .
water_029_spatial.jpg,Label.WATER,A little girl with arms outstretched plays with others at a sprinkler park .
water_029_color.jpg,Label.WATER,A little girl with arms outstretched plays with others at a sprinkler park .
water_011.jpg,Label.WATER,A man in a wetsuit is throwing a baby wearing a wetsuit up into the air .
water_011_spatial.jpg,Label.WATER,A man in a wetsuit is throwing a baby wearing a wetsuit up into the air .
water_011_color.jpg,Label.WATER,A man in a wetsuit is throwing a baby wearing a wetsuit up into the air .
water_027.jpg,Label.WATER,A girl in a coral shirt with glasses is smiling while leaning against a fence .
water_027_spatial.jpg,Label.WATER,A girl in a coral shirt with glasses is smiling while leaning against a fence .
water_027_color.jpg,Label.WATER,A girl in a coral shirt with glasses is smiling while leaning against a fence .
water_018.jpg,Label.WATER,A child playing with a fountain at the beach .
water_018_spatial.jpg,Label.WATER,A child playing with a fountain at the beach .
water_018_color.jpg,Label.WATER,A child playing with a fountain at the beach .
water_020.jpg,Label.WATER,A small girl spins in the waves in the bright sun .
water_020_spatial.jpg,Label.WATER,A small girl spins in the waves in the bright sun .
water_020_color.jpg,Label.WATER,A small girl spins in the waves in the bright sun .
water_080.jpg,Label.WATER,A little boy plays with a water toy while others watch .
water_080_spatial.jpg,Label.WATER,A little boy plays with a water toy while others watch .
water_080_color.jpg,Label.WATER,A little boy plays with a water toy while others watch .
water_074.jpg,Label.WATER,A person in a scuba suit holds a very small lobster .
water_074_spatial.jpg,Label.WATER,A person in a scuba suit holds a very small lobster .
water_074_color.jpg,Label.WATER,A person in a scuba suit holds a very small lobster .
water_073.jpg,Label.WATER,A man in a scuba suit holds a box .
water_073_spatial.jpg,Label.WATER,A man in a scuba suit holds a box .
water_073_color.jpg,Label.WATER,A man in a scuba suit holds a box .
water_087.jpg,Label.WATER,A group of people stand in the sand looking out at the water .
water_087_spatial.jpg,Label.WATER,A group of people stand in the sand looking out at the water .
water_087_color.jpg,Label.WATER,A group of people stand in the sand looking out at the water .
water_045.jpg,Label.WATER,A girl standing in the ocean
water_045_spatial.jpg,Label.WATER,A girl standing in the ocean
water_045_color.jpg,Label.WATER,A girl standing in the ocean
water_089.jpg,Label.WATER,The iguanas wrestled along the rocky water bank .
water_089_spatial.jpg,Label.WATER,The iguanas wrestled along the rocky water bank .
water_089_color.jpg,Label.WATER,The iguanas wrestled along the rocky water bank .
water_042.jpg,Label.WATER,A boy and a girl are standing on a river bank facing the water .
water_042_spatial.jpg,Label.WATER,A boy and a girl are standing on a river bank facing the water .
water_042_color.jpg,Label.WATER,A boy and a girl are standing on a river bank facing the water .
water_021.jpg,Label.WATER,A child jumping into a lake in a wooded area while another child plays on the shore .
water_021_spatial.jpg,Label.WATER,A child jumping into a lake in a wooded area while another child plays on the shore .
water_021_color.jpg,Label.WATER,A child jumping into a lake in a wooded area while another child plays on the shore .
water_026.jpg,Label.WATER,Person standing beside bike in stream .
water_026_spatial.jpg,Label.WATER,Person standing beside bike in stream .
water_026_color.jpg,Label.WATER,Person standing beside bike in stream .
water_019.jpg,Label.WATER,A little boy stands in the surf .
water_019_spatial.jpg,Label.WATER,A little boy stands in the surf .
water_019_color.jpg,Label.WATER,A little boy stands in the surf .
water_010.jpg,Label.WATER,A boy in blue shorts slides down a slide into a pool .
water_010_spatial.jpg,Label.WATER,A boy in blue shorts slides down a slide into a pool .
water_010_color.jpg,Label.WATER,A boy in blue shorts slides down a slide into a pool .
water_017.jpg,Label.WATER,A child painting a picture .
water_017_spatial.jpg,Label.WATER,A child painting a picture .
water_017_color.jpg,Label.WATER,A child painting a picture .
water_028.jpg,Label.WATER,A boy playing in a lake
water_028_spatial.jpg,Label.WATER,A boy playing in a lake
water_028_color.jpg,Label.WATER,A boy playing in a lake
water_088.jpg,Label.WATER,A black and white spotted dog is jumping over the small stream of water .
water_088_spatial.jpg,Label.WATER,A black and white spotted dog is jumping over the small stream of water .
water_088_color.jpg,Label.WATER,A black and white spotted dog is jumping over the small stream of water .
water_043.jpg,Label.WATER,A girl floating wearing a life vest .
water_043_spatial.jpg,Label.WATER,A girl floating wearing a life vest .
water_043_color.jpg,Label.WATER,A girl floating wearing a life vest .
water_044.jpg,Label.WATER,a boy enjoys a rain shower .
water_044_spatial.jpg,Label.WATER,a boy enjoys a rain shower .
water_044_color.jpg,Label.WATER,a boy enjoys a rain shower .
water_086.jpg,Label.WATER,"A black station wagon with its lights on , partially submerged in water with a wooded area behind it ."
water_086_spatial.jpg,Label.WATER,"A black station wagon with its lights on , partially submerged in water with a wooded area behind it ."
water_086_color.jpg,Label.WATER,"A black station wagon with its lights on , partially submerged in water with a wooded area behind it ."
water_072.jpg,Label.WATER,A boy and a toddler boy stand by a water fountain .
water_072_spatial.jpg,Label.WATER,A boy and a toddler boy stand by a water fountain .
water_072_color.jpg,Label.WATER,A boy and a toddler boy stand by a water fountain .
water_075.jpg,Label.WATER,A couple enjoys a quiet moment near the river .
water_075_spatial.jpg,Label.WATER,A couple enjoys a quiet moment near the river .
water_075_color.jpg,Label.WATER,A couple enjoys a quiet moment near the river .
water_081.jpg,Label.WATER,A girl is sitting on the beach and staring at the ocean .
water_081_spatial.jpg,Label.WATER,A girl is sitting on the beach and staring at the ocean .
water_081_color.jpg,Label.WATER,A girl is sitting on the beach and staring at the ocean .
water_107.jpg,Label.WATER,A blonde man is wakeboarding and is jumping into the air .
water_107_spatial.jpg,Label.WATER,A blonde man is wakeboarding and is jumping into the air .
water_107_color.jpg,Label.WATER,A blonde man is wakeboarding and is jumping into the air .
water_138.jpg,Label.WATER,A person in a hang-glider .
water_138_spatial.jpg,Label.WATER,A person in a hang-glider .
water_138_color.jpg,Label.WATER,A person in a hang-glider .
water_100.jpg,Label.WATER,A jogger is being sheltered with an umbrella .
water_100_spatial.jpg,Label.WATER,A jogger is being sheltered with an umbrella .
water_100_color.jpg,Label.WATER,A jogger is being sheltered with an umbrella .
water_136.jpg,Label.WATER,A black dog carrying a colorful ball swims .
water_136_spatial.jpg,Label.WATER,A black dog carrying a colorful ball swims .
water_136_color.jpg,Label.WATER,A black dog carrying a colorful ball swims .
water_109.jpg,Label.WATER,A girl in a bikini top and shorts poses for a picture on a mountain overlooking a lake .
water_109_spatial.jpg,Label.WATER,A girl in a bikini top and shorts poses for a picture on a mountain overlooking a lake .
water_109_color.jpg,Label.WATER,A girl in a bikini top and shorts poses for a picture on a mountain overlooking a lake .
water_131.jpg,Label.WATER,A brown dog wades into a lake to retrieve a stick .
water_131_spatial.jpg,Label.WATER,A brown dog wades into a lake to retrieve a stick .
water_131_color.jpg,Label.WATER,A brown dog wades into a lake to retrieve a stick .
water_130.jpg,Label.WATER,a big tan dog running threw the shallow water with a stick in his mouth .
water_130_spatial.jpg,Label.WATER,a big tan dog running threw the shallow water with a stick in his mouth .
water_130_color.jpg,Label.WATER,a big tan dog running threw the shallow water with a stick in his mouth .
water_137.jpg,Label.WATER,A boy gets flipped into the river by another boy .
water_137_spatial.jpg,Label.WATER,A boy gets flipped into the river by another boy .
water_137_color.jpg,Label.WATER,A boy gets flipped into the river by another boy .
water_108.jpg,Label.WATER,black dogs jump in pool to a hand .
water_108_spatial.jpg,Label.WATER,black dogs jump in pool to a hand .
water_108_color.jpg,Label.WATER,black dogs jump in pool to a hand .
water_101.jpg,Label.WATER,A man beginning to waterski wearing a red life jacket .
water_101_spatial.jpg,Label.WATER,A man beginning to waterski wearing a red life jacket .
water_101_color.jpg,Label.WATER,A man beginning to waterski wearing a red life jacket .
water_106.jpg,Label.WATER,A child in a striped shirt gleefully plays among some water fountains .
water_106_spatial.jpg,Label.WATER,A child in a striped shirt gleefully plays among some water fountains .
water_106_color.jpg,Label.WATER,A child in a striped shirt gleefully plays among some water fountains .
water_139.jpg,Label.WATER,A backpacker standing near water at dusk .
water_139_spatial.jpg,Label.WATER,A backpacker standing near water at dusk .
water_139_color.jpg,Label.WATER,A backpacker standing near water at dusk .
water_146.jpg,Label.WATER,A kayaker falling down a waterfall
water_146_spatial.jpg,Label.WATER,A kayaker falling down a waterfall
water_146_color.jpg,Label.WATER,A kayaker falling down a waterfall
water_141.jpg,Label.WATER,boats out on the water on a foggyday
water_141_spatial.jpg,Label.WATER,boats out on the water on a foggyday
water_141_color.jpg,Label.WATER,boats out on the water on a foggyday
water_148.jpg,Label.WATER,"three black dogs are swimming through some murky brown water , one with a yellow object in its mouth ."
water_148_spatial.jpg,Label.WATER,"three black dogs are swimming through some murky brown water , one with a yellow object in its mouth ."
water_148_color.jpg,Label.WATER,"three black dogs are swimming through some murky brown water , one with a yellow object in its mouth ."
water_124.jpg,Label.WATER,A group of people jump into a lake in unison .
water_124_spatial.jpg,Label.WATER,A group of people jump into a lake in unison .
water_124_color.jpg,Label.WATER,A group of people jump into a lake in unison .
water_123.jpg,Label.WATER,A man showering in a home outdoor shower facility .
water_123_spatial.jpg,Label.WATER,A man showering in a home outdoor shower facility .
water_123_color.jpg,Label.WATER,A man showering in a home outdoor shower facility .
water_115.jpg,Label.WATER,Many of the chairs are empty with only a few people enjoying the sun .
water_115_spatial.jpg,Label.WATER,Many of the chairs are empty with only a few people enjoying the sun .
water_115_color.jpg,Label.WATER,Many of the chairs are empty with only a few people enjoying the sun .
water_112.jpg,Label.WATER,The three people are squatting by the water .
water_112_spatial.jpg,Label.WATER,The three people are squatting by the water .
water_112_color.jpg,Label.WATER,The three people are squatting by the water .
water_149.jpg,Label.WATER,A brown dog is walking in the water .
water_149_spatial.jpg,Label.WATER,A brown dog is walking in the water .
water_149_color.jpg,Label.WATER,A brown dog is walking in the water .
water_140.jpg,Label.WATER,A man casting a fishing pole .
water_140_spatial.jpg,Label.WATER,A man casting a fishing pole .
water_140_color.jpg,Label.WATER,A man casting a fishing pole .
water_147.jpg,Label.WATER,A man in a yellow boat paddling down rough waters .
water_147_spatial.jpg,Label.WATER,A man in a yellow boat paddling down rough waters .
water_147_color.jpg,Label.WATER,A man in a yellow boat paddling down rough waters .
water_113.jpg,Label.WATER,Two dogs are running through water carrying a rope and red float in their mouths .
water_113_spatial.jpg,Label.WATER,Two dogs are running through water carrying a rope and red float in their mouths .
water_113_color.jpg,Label.WATER,Two dogs are running through water carrying a rope and red float in their mouths .
water_114.jpg,Label.WATER,A black dog in the water
water_114_spatial.jpg,Label.WATER,A black dog in the water
water_114_color.jpg,Label.WATER,A black dog in the water
water_122.jpg,Label.WATER,A big brown dog floats in a canoe on the river at sunset .
water_122_spatial.jpg,Label.WATER,A big brown dog floats in a canoe on the river at sunset .
water_122_color.jpg,Label.WATER,A big brown dog floats in a canoe on the river at sunset .
